mx,my,mz
12.0,33.0,-4.200000286102295
10.800000190734863,26.700000762939453,6.0
9.90000057220459,21.0,12.600000381469727
8.40000057220459,14.100000381469727,16.80000114440918
3.6000001430511475,9.0,19.200000762939453
-0.30000001192092896,5.700000286102295,20.100000381469727
-1.5,-1.8000000715255737,21.600000381469727
1.8000000715255737,-5.400000095367432,21.600000381469727
4.200000286102295,-7.800000190734863,21.900001525878906
3.3000001907348633,-9.0,21.900001525878906
1.5,-12.0,21.30000114440918
-0.30000001192092896,-16.80000114440918,21.0
-6.900000095367432,-22.80000114440918,14.40000057220459
-18.600000381469727,-24.900001525878906,10.800000190734863
-22.80000114440918,-26.400001525878906,5.700000286102295
-25.500001907348633,-27.000001907348633,4.800000190734863
-25.80000114440918,-26.100000381469727,4.800000190734863
-26.100000381469727,-26.100000381469727,4.800000190734863
-27.30000114440918,-27.600000381469727,0.9000000357627869
-27.900001525878906,-27.900001525878906,0.6000000238418579
-27.900001525878906,-28.500001907348633,-1.8000000715255737
-28.500001907348633,-30.000001907348633,-4.5
-28.500001907348633,-31.80000114440918,-7.800000190734863
-27.600000381469727,-31.200000762939453,-12.0
-28.500001907348633,-31.200000762939453,-15.90000057220459
-28.80000114440918,-31.500001907348633,-18.600000381469727
-27.900001525878906,-31.200000762939453,-20.700000762939453
-27.900001525878906,-29.700000762939453,-23.100000381469727
-28.80000114440918,-25.500001907348633,-37.20000076293945
-23.700000762939453,-23.100000381469727,-41.70000076293945
-20.700000762939453,-20.100000381469727,-44.10000228881836
-21.600000381469727,-19.200000762939453,-44.10000228881836
-22.5,-18.0,-43.20000076293945
-23.400001525878906,-16.200000762939453,-43.80000305175781
-24.900001525878906,-11.40000057220459,-44.400001525878906
-27.900001525878906,-9.600000381469727,-44.10000228881836
-29.400001525878906,-7.500000476837158,-44.10000228881836
-30.900001525878906,-6.300000190734863,-43.20000076293945
-32.10000228881836,-4.800000190734863,-42.30000305175781
-33.30000305175781,0.0,-38.400001525878906
-37.5,1.8000000715255737,-37.20000076293945
-38.10000228881836,4.200000286102295,-35.400001525878906
-39.0,6.300000190734863,-34.20000076293945
-39.60000228881836,8.700000762939453,-32.70000076293945
-39.60000228881836,11.40000057220459,-32.400001525878906
-39.30000305175781,16.200000762939453,-32.70000076293945
-37.20000076293945,18.900001525878906,-33.900001525878906
-36.60000228881836,20.700000762939453,-32.400001525878906
-36.0,21.900001525878906,-30.900001525878906
-35.70000076293945,23.400001525878906,-28.80000114440918
-35.70000076293945,25.200000762939453,-27.30000114440918
-34.5,27.600000381469727,-27.900001525878906
-32.10000228881836,29.400001525878906,-30.000001907348633
-29.400001525878906,34.80000305175781,-31.200000762939453
-21.900001525878906,34.5,-31.500001907348633
-21.0,32.70000076293945,-34.5
-23.400001525878906,31.80000114440918,-33.60000228881836
-25.80000114440918,31.200000762939453,-33.0
-26.700000762939453,32.10000228881836,-29.700000762939453
-27.30000114440918,32.70000076293945,-27.900001525878906
-27.000001907348633,33.0,-26.700000762939453
-26.400001525878906,33.30000305175781,-26.400001525878906
-25.80000114440918,33.30000305175781,-26.700000762939453
-26.100000381469727,33.0,-25.80000114440918
-26.700000762939453,35.400001525878906,-23.100000381469727
