mx_cal,my_cal,mz_cal
-422.03835338833267,849.8700149417472,-326.02912922830217
-360.76546285481874,847.2423728513518,-366.7950430012737
-327.34125507178584,823.9223348861328,-501.99005774493617
-123.57302038401238,830.3082431727612,-514.4622093264655
-41.61323618243609,847.4076282363172,-476.30990648493304
-64.02552308755129,839.5462478095387,-484.08452060514685
-115.99151975714724,815.428410615538,-515.6374128507866
-137.5848071150941,783.3062659771858,-556.2910288699599
-199.03253787911845,712.6222959172412,-504.7537573703651
-447.6049656298075,683.0838656207686,-508.3237169320319
-508.4377579081625,662.4365609126344,-484.7365246960131
-554.9060811648295,628.860493177061,-431.1137287065176
-618.1812788508327,607.1908878731513,-305.96834243156184
-706.5267094421077,518.1855084131028,-75.28230412076947
-837.3097919489143,503.14354214293627,36.36077719910909
-844.8504833980612,503.1639467317954,36.55021998075911
-838.8049332265989,499.6568805304094,98.66855535134015
-841.2268867050648,491.2048673875512,199.7338927692373
-821.2161127326461,483.1845205899926,308.08096303267683
-770.7657100018699,511.24545752234707,402.43451813998803
-712.5239104863025,516.5039183146532,487.2698917803917
-661.1262433076387,542.1004465036531,542.3730200689827
-580.5333353701106,577.5095251291207,636.461671463971
-431.1676537243041,625.1299826934551,690.5806896148935
-138.52646714941326,733.9020986558521,424.85797922044696
513.9587858346008,788.1715175149585,240.29993910890914
537.6359487382185,814.8719182970225,194.6026527632072
516.8878548364287,817.4341228366384,117.16300836468099
548.7761106168454,805.4867614538032,45.26160111283744
572.8525647473408,823.7717316123264,-16.6287395788065
560.5923782690783,823.8490305319812,-133.50822588746814
533.2508088925221,823.967138629354,-250.0088266328297
458.33039079854257,852.4114881310735,-269.6931562607969
412.9170828500551,845.5970855093619,-261.1992634222374
398.1941341881031,852.0818449246633,-276.0276733914174
361.7758747049917,863.593218570401,-329.0452849884651
285.73923711299636,887.5650511456867,-302.1219708336273
262.9480634401333,880.689434595236,-294.19640784557765
270.8880582315239,872.2535521134345,-310.5789084079386
248.41455755983128,886.6813136392019,-316.8748814141458
255.76583019860163,887.1537893568137,-309.2142611986316
285.73923711299636,887.5650511456867,-302.1219708336273
277.988673117619,895.5080532885848,-293.58953356954254
276.34489823600273,877.6548440790294,-224.4174525605944
358.7447817674565,871.4793264473683,-203.44391803184473
403.23127798765734,873.3284232088896,-173.18027342582474
424.9266127800902,868.3018089135888,-134.99107240018103
423.3906608607811,879.6746728770221,-71.69747732847779
435.2719374617046,880.5830418577925,60.882155468613654
440.97943401441086,863.202311499506,137.71490660256316
431.943576714082,859.7360561075313,200.21215309341173
415.1775854424147,856.7829912018124,270.74889969798454
382.84342786355984,825.6305247627552,363.2432653722103
346.668016419769,686.4457474623982,620.5533740728254
320.26583031960774,556.1854141357845,784.4587998695158
280.3793777303152,392.3039345712655,883.9709292913884
158.5593299767575,270.26799283424174,941.4236920525194
60.18620942067355,190.2848428390837,962.0149978798784
29.586266941600847,7.08753869408996,989.7011475344634
112.7789413179003,-82.29370749713418,981.7026920548253
173.07842486715742,-141.40192652635,984.0942061656975
150.5379091415634,-171.0596393897935,982.6910098303798
105.87657376557081,-246.22030419834212,963.1986761751529
61.14822802488442,-365.466514263718,948.5991143774129
-100.17156359912326,-524.4556645463872,770.2074103124025
-391.84313329772556,-581.5826032621397,679.9445130263937
-494.09054261923643,-626.8245900994744,546.6808929935527
-561.3478182737889,-642.9790685172367,523.8498657848428
-568.9497237489716,-620.6694275018924,525.5179559478134
-576.4904151981185,-620.6490229130333,525.7073987294634
-604.0884911536054,-664.1235300699753,421.9496737644427
-618.9600740049009,-672.0053636280632,413.98559315208075
-617.4037185297977,-690.807891988466,350.19915827481435
-630.6781368411888,-732.3516815815406,277.46288672152934
-628.47183303041,-782.351758146719,188.15467404024048
-603.2382665377595,-774.4538394012322,78.67094226910945
-623.3976739843807,-780.8000874376718,-22.81182827127001
-629.2129714645216,-792.6453783797833,-93.7660160723108
-605.2851508082287,-788.7270030552581,-148.79205704089466
-603.8716281454391,-755.5213910320641,-209.12830744046963
-617.8755817060409,-674.609382164614,-570.6135744755879
-487.0050797510676,-622.9115846339644,-687.642308137206
-410.28647282592755,-552.7613577570863,-747.4086329565681
-432.9698090122218,-530.4109546712641,-745.3616591595066
-456.2418806709502,-499.15214298296974,-719.2715112403139
-478.6075907239023,-455.49831758788764,-731.4461190088916
-516.2587325564167,-337.5063243395902,-738.3129235803832
-591.9777094572014,-292.2309955632304,-725.6111372845479
-629.8240950667991,-240.12084456853586,-721.2137497504967
-668.1775975339358,-208.82123538203638,-694.7447158469704
-699.0108107643216,-170.1123112582856,-667.9723433893186
-731.9629100991266,-44.74749822687238,-557.2773372947152
-838.4129835422364,2.0880933339339154,-520.2674894509945
-854.794358565021,64.52405961235559,-468.8450667125727
-878.3170389267267,118.56492892252952,-433.42621293419035
-894.5089711921855,180.50802368654743,-389.85385320759593
-894.8820557276201,247.86849524491458,-377.56785529838857
-887.4783957618093,366.23094107193435,-377.72125536928786
-834.1192321307466,430.9841954838638,-406.0117779985085
-820.1074933422118,477.9861728091684,-364.1829572505664
-806.0548494908649,510.1287219066505,-323.339899654191
-799.9422843303657,550.7071537129602,-266.11433938767095
-801.0119284401248,597.7499402159832,-223.9066330764288
-770.6334170907562,656.120411309125,-236.4215313485328
-709.104114449936,697.0854279544745,-289.93037930582295
-640.8472109436764,828.6654911278591,-314.1638017122088
-452.11959645511917,820.232683145975,-327.2428834454625
-427.48056700012756,770.6642776265817,-409.2692884169782
-488.3134048121339,750.0169667808625,-385.6821947954859
-548.9771588976981,736.3064956855746,-369.4521857875196
-573.7443706296632,764.0786426276852,-281.054309625583
-590.0032697470181,781.9361683988241,-232.58918069986092
-583.2407564222261,791.317005546803,-200.88538889364855
-568.3691732113529,799.198885068812,-192.9213254233588
-553.0982995888621,798.665195390029,-201.15027579049482
-561.1869157390894,792.7344357684308,-177.9034789398427
-578.1365736623617,856.6490817738603,-102.93076463434076
-480.31719248122647,864.306415825563,-97.05058284730656
-465.1745478738083,841.9764645655694,-98.90811072906104
-502.31557241823964,774.2251090874789,-118.0970073968264
-592.2007728313404,691.7571140489136,-136.945514946539
-705.3492410358645,500.368744712442,-123.36854941240067
